"gvkey","tic","Company","conm","City","Number.of.Workers","WARN.Received.Date","Effective.Date"
"045094","ALAB","Vestra Labs, LLC","ASTERA LABS INC","Serna Center, 5735 47th Avenue Sacramento CA 95824",72,"03/28/2022","05/30/2022"
"165675","VIAB","ViacomCBS Inc","VIACOM INC","Studio City",12,"08/19/2020","08/28/2020"
"064088","VSAT","Viasat, Inc","VIASAT INC","6155 El Camino Real Carlsbad CA 92009",4,"02/05/2024","03/31/2024"
"064088","VSAT","Viasat, Inc.","VIASAT INC","6155 El Camino Real Carlsbad CA 92009",228,"12/05/2023","01/02/2024"
"029241","VIAV","Viavi Solutions Inc.","VIAVI SOLUTIONS INC",NA,61,"02/07/2017",NA
"164411","VSCP","Victor Plastics, Inc.","VIRTUALSCOPICS INC","Kalona",209,"04/20/2007","07/31/2007"
"039310","VSCO","Victoria & Company","VICTORIAS SECRET AND CO","East Providence",26,"07/14/2009","07/07/2009"
"039310","VSCO","Victoria's Secret","VICTORIAS SECRET AND CO",NA,28,"06/24/2020","06/25/2020"
"039310","VSCO","Victoria's Secret (722 Lexington Ave., NYC)","VICTORIAS SECRET AND CO","New York",56,"07/22/2020","04/05/2020"
"039310","VSCO","Victoria's Secret Direct, LLC","VICTORIAS SECRET AND CO","Columbus",459,"09/21/2001","08/22/2001"
"038271","VIEWQ","View, Inc.","VIEW INC","Milpitas",72,"05/08/2020","04/14/2020"
"027920","VICL","Vigo Coal Company","VICAL INC","Boonville, Evansville",66,"01/19/2016","03/26/2016"
"157875","VFF","Village Farms","VILLAGE FARMS INTL INC","Monahans",27,"05/10/2023","08/01/2023"
"038757","VMEO","Vimo, Inc.","VIMEO INC","Statewide",9,"12/20/2024","02/19/2025"
"038952","VWESQ","Vintage Estates","VINTAGE WINE ESTATES INC","Yountville",326,"02/22/2016","04/19/2016"
"038952","VWESQ","Vintage Wine Estates, Inc","VINTAGE WINE ESTATES INC","205 Concourse Blvd. Santa Rosa CA 95403",5,"10/21/2024","12/16/2024"
"018623","VMEMQ","Violin Memory, Inc.","VIOLIN MEMORY INC","Santa Clara",106,"11/15/2016","01/15/2017"
"035638","VIR","Vir Biotechnology, Inc.","VIR BIOTECHNOLOGY INC","1800 Owens Street San Francisco CA 94158",141,"08/01/2024","09/30/2024"
"035808","SPCE","Virgin Galactic, LLC","VIRGIN GALACTIC HOLDINGS INC","16555 Spaceship Landing Way Mojave CA 93501",75,"12/18/2023","01/08/2024"
"038248","VORBQ","Virgin Orbit, LLC","VIRGIN ORBIT HOLDINGS INC","1314 Flightline Mojave CA 93501",6,"04/24/2023","06/03/2023"
"118182","VRDSF","Viridos Inc.","VIRIDIS HOLDINGS CORP","11149 N. Torrey Pines Rd. La Jolla CA 92037",101,"11/03/2022","10/28/2022"
"118182","VRDSF","Viridos, Inc.","VIRIDIS HOLDINGS CORP","250 W. Schrimpf Rd. Calipatria CA 92233",36,"11/03/2022","10/28/2022"
"253355","RCEL","Virtua Medical Group","AVITA MEDICAL INC","Marlton",445,"11/01/2012","12/31/2012"
"179534","V","Visa","VISA INC","300 Toni Stone Crossing San Francisco CA 94158",10,"11/21/2024","01/21/2025"
"179534","V","Visa Inc.","VISA INC","Foster City",58,"01/13/2017","03/20/2017"
"275823","ILNLF","Vision Metals","INV METALS INC","South Lyon",286,"11/14/2001",NA
"136648","VC","Vistakon","VISTEON CORP","Jacksonville",279,"12/08/2003","7/31/2003-8/18/2003"
"136648","VC","Visteon","VISTEON CORP","Indianapolis",15,"01/26/2010","03/31/2010"
"136648","VC","Visteon (ACH)","VISTEON CORP","Plymouth",330,"06/25/2009",NA
"136648","VC","Visteon Corp.","VISTEON CORP","Milan",0,"07/27/2010",NA
"136648","VC","Visteon Corporation","VISTEON CORP","Monroe",351,"05/20/2008",NA
"136648","VC","Visteon­ACH","VISTEON CORP","Monroe",13,"02/02/2009",NA
"014538","TEVA","Vital Pharmaceuticals, Inc.","TEVA PHARMACEUTICALS","Pembroke Pines",19,"07/06/2023","9/3/2023-9/10/2023"
"018936","VTL","Vital Therapies, Inc.","VITAL THERAPIES INC","San Diego",83,"09/20/2018","09/14/2018"
"010789","TYL","Vitel Technologies, Inc.","TYLER TECHNOLOGIES INC","Norcross",85,NA,"03/25/2002"
"043220","VSME","Viz Media, LLC","VS MEDIA HOLDINGS LTD","San Francisco",55,"07/15/2010",NA
"178083","VMW","Vmware, Inc","VMWARE INC -CL A","Palo Alto",310,"04/01/2013",NA
"178083","VMW","Vmware, Inc.","VMWARE INC -CL A","Palo Alto",45,"03/15/2010",NA
"039533","VLTA","Volt 2019","VOLTA INC","New Brighton",0,"02/01/2019","02/12/2019"
"039533","VLTA","Volta Inc.","VOLTA INC","155 De Haro Street San Francisco CA 94103",68,"04/09/2024","05/31/2024"
"010860","AEE","Voltaic LLC dba Ampergen","AMEREN CORP","Mount Kisco",52,"01/22/2009",NA
"013200","PLAB","Voltronics, LLC","PHOTRONICS INC",NA,26,"11/18/2015","09/30/2016"
"016384","VOYA","Voya Financial","VOYA FINANCIAL INC","Jacksonville",267,"07/02/2019","09/25/2019"
"176873","RLOGQ","Vsr Logistics","RAND LOGISTICS INC","Carson",29,"05/11/2009",NA
"161789","ETOLF","Vu enterprise, inc","ENTERPRISE GROUP INC","Egg Harbor Twp",0,"04/01/2020","07/01/2019"
"011228","VMC","Vulcan Materials Company","VULCAN MATERIALS CO","Laveen",61,"03/18/2011",NA
"033557","KULR","Vurv Technology, Inc.","KULR TECHNOLOGY GROUP","Jacksonville",79,"06/17/2008","07/01/2008"
"013679","RMTO","Vwr International","RM2 INTERNATIONAL INC","Marietta",40,NA,"04/29/2008"
"013679","RMTO","Vwr International, LLC","RM2 INTERNATIONAL INC","Brisbane",30,"11/09/2012",NA
"060979","WAB","WABTEC Corporation","WABTEC CORP","Wilmerding",94,"12/01/2023","2/1/2024-7/1/2024"
"011259","WMT","WAL-MART #3610","WALMART INC",NA,296,"03/21/2022","04/22/2022"
"011259","WMT","WAL-MART Store #1269","WALMART INC",NA,206,"07/12/2018","09/14/2018"
"011259","WMT","WAL-MART Store #2060","WALMART INC",NA,203,"07/12/2018","09/14/2018"
"011259","WMT","WAL-MART Store #3841","WALMART INC",NA,92,"07/12/2018","09/14/2018"
"011259","WMT","WAL-MART Store #4523","WALMART INC",NA,96,"07/12/2018","09/14/2018"
"011259","WMT","WALMART - STORE #763","WALMART INC","Fairfield",264,"01/19/2016","04/15/2016"
"011259","WMT","WALMART INC","WALMART INC","BRANCHBURG",149,"02/01/2018","04/13/2018"
"183565","IDWM","WD Media, LLC","IDW MEDIA HOLDINGS INC","San Jose",2,"10/13/2015","12/18/2015"
"174637","ICFI","WDI International, Inc.","ICF INTERNATIONAL INC","Universal City",50,"09/05/2019","10/31/2019"
"008007","WFC","WELLS FARGO","WELLS FARGO & CO",NA,9,"07/29/2022","09/26/2022"
"008007","WFC","WELLS FARGO & COMPANY (WACHOVIA)","WELLS FARGO & CO","CARLSTADT",86,"01/01/2010","03/14/2010"
"012850","CERN","WERNER COMPANY","CERNER CORP","Anniston",530,"02/17/2004","04/30/2004"
"064055","WSTC","WEST CORPORATION","WEST CORP","Dothan",200,"07/09/2004","09/07/2004"
"020180","ARET","WEX TEX INDUSTRIES, INC.","ARETE INDUSTRIES INC","Ashford",90,"05/17/1999","07/31/1999"
"011456","WY","WEYERHAEUSER CORP.","WEYERHAEUSER CO","Pine Hill",300,"02/06/2009","02/05/2009"
"024893","WFM","WHOLE FOODS","WHOLE FOODS MARKET INC","Hoover",68,"01/10/2020","03/08/2020"
"204867","WIT","WIPRO","WIPRO LTD","Atlanta",93,NA,"06/04/2014"
"018869","WIX","WIX.com","WIX COM LTD",NA,62,"02/15/2023","02/15/2023"
"176873","RLOGQ","WNY Logistics LLC","RAND LOGISTICS INC","Olean",134,"06/13/2019","09/29/2019"
"187128","WPX","WPX Energy","WPX ENERGY INC","Tulsa",182,"04/05/2021",NA
"024720","WNC","Wabash National","WABASH NATIONAL CORP","Lafayette",790,"05/01/2009","01/01/2009"
"060979","WAB","Wabtec Corporation","WABTEC CORP","Hanover Park",58,"03/22/2022","10/01/2022"
"066599","WDR","Waddell & Reed","WADDELL&REED FINL INC  -CL A","Mission",434,"02/26/2021",NA
"008958","RAVN","Wagner Industries, Inc.","RAVEN INDUSTRIES INC","Kansas City",56,"04/25/2012","06/29/2012"
"034439","ASAPQ","Waitr","WAITR HOLDINGS INC","Statewide",2300,"02/06/2020","04/06/2020"
"011259","WMT","Wal-Mart","WALMART INC","Pittsburgh",129,"10/01/2022","01/31/2023"
"011259","WMT","Wal-Mart Store #534","WALMART INC","Lafayette",291,"02/27/2019","05/10/2019"
"011259","WMT","WalMart","WALMART INC",NA,68,"01/17/2017",NA
"011259","WMT","Walmart","WALMART INC","Huntsville",80,"12/05/2024","12/20/2024"
"011259","WMT","Walmart #1258","WALMART INC","Fort Worth",363,"11/06/2023","02/09/2023"
"011259","WMT","Walmart #2246","WALMART INC","Bedford",101,"05/16/2019","07/19/2019"
"011259","WMT","Walmart #3008","WALMART INC","Atlanta",250,"02/27/2023","05/05/2023"
"011259","WMT","Walmart #3030","WALMART INC","Wauwatosa",78,"01/19/2016","04/15/2016"
"011259","WMT","Walmart #3031","WALMART INC","Menomonee Falls",76,"01/19/2016","04/15/2016"
"011259","WMT","Walmart #3496","WALMART INC","Milwaukee",272,"01/19/2016","04/15/2016"
"011259","WMT","Walmart #3506","WALMART INC","Cypress",80,"09/30/2019","12/06/2019"
"011259","WMT","Walmart #3565","WALMART INC","Norristown",150,"09/01/2019","12/06/2019"
"011259","WMT","Walmart #3775","WALMART INC","Atlanta",260,"02/27/2023","05/05/2023"
"011259","WMT","Walmart #4669","WALMART INC","Pinellas Park",71,"02/06/2023","3/10/2023-5/19/2023"
"011259","WMT","Walmart #474","WALMART INC","Edna",88,"06/20/2018","08/31/2018"
"011259","WMT","Walmart #4795 Grapevine","WALMART INC","Grapevine",133,"04/20/2023","07/13/2023"
"011259","WMT","Walmart #5324","WALMART INC","San Antonio",77,"09/12/2018","11/23/2018"
"011259","WMT","Walmart #5698","WALMART INC","Waukesha",61,"01/19/2016","04/15/2016"
"011259","WMT","Walmart #5931","WALMART INC","Dallas",217,"03/09/2021","03/30/2021"
"011259","WMT","Walmart #6589","WALMART INC","San Antonio",67,"11/02/2017","01/05/2017"
"011259","WMT","Walmart #949","WALMART INC","Dallas",415,"04/03/2019","06/07/2019"
"011259","WMT","Walmart (#5230)","WALMART INC","Sacramento",359,"01/11/2018","03/16/2018"
"011259","WMT","Walmart (Store #4149)","WALMART INC","Charlotte",89,"01/10/2017","03/17/2017"
"011259","WMT","Walmart (store #3441)","WALMART INC","White Plains",396,"07/24/2018","08/17/2018"
"011259","WMT","Walmart - Store 156","WALMART INC","Caruthersville",85,"10/21/2016","01/20/2017"
"011259","WMT","Walmart - Store 946","WALMART INC","Piedmont",76,"10/21/2016","01/20/2017"
"011259","WMT","Walmart 5083","WALMART INC","Mayfield Heights",178,"04/19/2022","07/29/2022"
"011259","WMT","Walmart Inc","WALMART INC","Hoboken",237,"05/01/2024","8/14/2024-1/31/2025"
"011259","WMT","Walmart Inc.","WALMART INC","Ledgewood",143,"04/01/2019","04/10/2019"
"011259","WMT","Walmart Inc. Store #2171","WALMART INC","Princeton",205,"07/01/2020","07/22/2020"
"011259","WMT","Walmart Store # 6400","WALMART INC","South St. Petersburg",79,"01/18/2017","03/31/2017"
"011259","WMT","Walmart Store #1208","WALMART INC",NA,153,"06/05/2017",NA
"011259","WMT","Walmart Store #2415","WALMART INC","Niskayuna",102,"05/15/2017","08/18/2017"
"011259","WMT","Walmart Store #2552","WALMART INC","Portland",379,"02/22/2023","06/02/2023"
"011259","WMT","Walmart Store #3020","WALMART INC",NA,65,"06/05/2017",NA
"011259","WMT","Walmart Store #3021","WALMART INC",NA,65,"01/15/2016",NA
"011259","WMT","Walmart Store #3096","WALMART INC",NA,74,"05/23/2017",NA
"011259","WMT","Walmart Store #3463","WALMART INC","Brandon",429,"04/13/2015","6/19/2015-12/20/2015"
"011259","WMT","Walmart Store #3656","WALMART INC","Cincinnati",187,"03/22/2022","07/01/2022"
"011259","WMT","Walmart Store #4167","WALMART INC",NA,161,"03/04/2019","05/10/2019"
"011259","WMT","Walmart Store #5002","WALMART INC",NA,78,"01/15/2016",NA
"011259","WMT","Walmart Store #5899","WALMART INC","Portland",201,"02/22/2023","06/02/2023"
"011259","WMT","Walmart Store #6167","WALMART INC","Des Plaines",78,"07/08/2021","10/08/2021"
"011259","WMT","Walmart Store #6177","WALMART INC",NA,85,"07/06/2021","07/23/2021"
"011259","WMT","Walmart Store #6178","WALMART INC",NA,141,"05/13/2024","06/01/2024"
"011259","WMT","Walmart Store #7217","WALMART INC",NA,80,"03/04/2020","05/08/2020"
"011259","WMT","Walmart Store #7310","WALMART INC","Katy",92,"02/08/2023","05/19/2023"
"011259","WMT","Walmart Store 1127","WALMART INC",NA,205,"03/04/2020","05/08/2020"
"011259","WMT","Walmart Store 3149","WALMART INC","Honolulu",169,"03/23/2023","06/30/2023"
"011259","WMT","Walmart Store 3811","WALMART INC","Kimball",140,"01/15/2016","04/15/2016"
"011259","WMT","Walmart, Inc.","WALMART INC","Ypsilanti",226,"03/05/2020",NA
"011259","WMT","Walmart-Bryan","WALMART INC","Bryan",82,"01/15/2016","04/15/2016"
"061574","WAT","Walter USA, LLC.","WATERS CORP","Waukesha",39,"12/12/2016","02/10/2017"
"164296","WBD","Warner Bros Records, Inc","WARNER BROS DISCOVERY INC","Burbank",1,"12/18/2009",NA
"164296","WBD","Warner Bros. Discovery Inc.","WARNER BROS DISCOVERY INC","100 S. California Street Burbank CA 91505",270,"07/17/2024","08/31/2024"
"164296","WBD","Warner Bros. Records","WARNER BROS DISCOVERY INC","Burbank",1,"04/27/2010",NA
"164296","WBD","Warner Bros. Records, Inc","WARNER BROS DISCOVERY INC","Burbank",8,"06/07/2009",NA
"164296","WBD","Warner Bros. Records, Inc.","WARNER BROS DISCOVERY INC","Burbank",1,"03/26/2010",NA
"163118","WMG","Warner Music Group Inc","WARNER MUSIC GROUP CORP","Burbank",1,"07/10/2009",NA
"163118","WMG","Warner Music Group Inc.","WARNER MUSIC GROUP CORP","New York",1,"09/21/2009","12/16/2009"
"163118","WMG","Warner Music Group, Inc","WARNER MUSIC GROUP CORP","Burbank",3,"03/13/2009",NA
"163118","WMG","Warner Music Inc.","WARNER MUSIC GROUP CORP","Los Angeles",1,"11/06/2019","12/31/2019"
"163118","WMG","Warner Music Inc. (Office)","WARNER MUSIC GROUP CORP","New York",3,"03/29/2018","06/29/2018"
"163118","WMG","Warner Music Latina Inc.","WARNER MUSIC GROUP CORP","Burbank",1,"05/25/2010",NA
"030397","HCC","Warrior Coal LLC","WARRIOR MET COAL INC",NA,150,"02/05/2016","04/05/2016"
"020344","WPGGQ","Washington","WASHINGTON PRIME GROUP INC","Malvern",124,"06/01/2004","08/08/2004"
"147223","WGL1","Washington Gas","WASHINGTON GAS LIGHT CO",NA,1,"01/31/2008","02/13/2008"
"020344","WPGGQ","Washington Times","WASHINGTON PRIME GROUP INC",NA,400,"12/09/2009","10/1/2009-12/31/2009"
"014477","WM","Waste Management","WASTE MANAGEMENT INC","25772 Springbrook Ave. Santa Clarita CA 91350",78,"05/05/2023","07/01/2023"
"014477","WM","Waste Management of New York, LLC","WASTE MANAGEMENT INC","Brooklyn",180,"07/03/2007","08/31/2007"
"020180","ARET","Waterloo Industries","ARETE INDUSTRIES INC","Muskogee",200,"02/05/2004",NA
"122219","EAPH","Watson Pharmaceuticals, Inc.","EASTON PHARMACEUTICALS INC","Corona",43,"12/30/2011",NA
"012445","WTS","Watts Water Technologies, Inc.","WATTS WATER TECHNOLOGIES INC","Kansas City",33,"09/14/2012",NA
"021540","W","Wayfair LLC","WAYFAIR INC","150 W Evelyn Ave Mountain View CA 94041",74,"01/20/2023","03/20/2023"
"021540","W","Wayfair, LLC","WAYFAIR INC","150 W Evelyn Ave Mountain View CA 94041",72,"02/01/2024","03/19/2024"
"033433","WEWKQ","WeWork Companies, Inc. dba WeWork","WEWORK INC","San Francisco",105,"11/20/2020","04/08/2020"
"039201","WEBR","Weaber Inc.","WEBER INC","Lebanon",0,"10/01/2009","12/18/2009"
"004367","WFRD","Weatherford","WEATHERFORD INTL PLC","Woodward, OK",55,"12/05/2016",NA
"029692","WEBC","Web Industries, Inc.","WEBCO INDUSTRIES INC","Holliston",68,"08/23/2023","10/19/2023-12/31/2023"
"163916","WEB","Web.com","WEB.COM GROUP INC","Spokane",64,"03/29/2019","06/01/2019"
"163916","WEB","Web.com Group, Inc.","WEB.COM GROUP INC","New York",9,"03/29/2019","06/01/2019"
"163916","WEB","Web.com group Inc","WEB.COM GROUP INC","jacksonville",11,"02/01/2019",NA
"011455","WEYS","Welco","WEYCO GROUP INC","Naples",93,"10/14/2009","12/14/2009"
"187040","SKIS","Welk Resorts","PEAK RESORTS INC","Branson",94,"03/31/2020","03/20/2020"
"260778","WCG","Well Care Health","WELLCARE HEALTH PLANS INC","Franklin",100,"07/15/2014","03/15/2014"
"008007","WFC","Well Fargo","WELLS FARGO & CO","Des Moines",103,"08/31/2010","08/31/2010"
"260778","WCG","WellCare Health Plans, Inc.","WELLCARE HEALTH PLANS INC","New York",22,"03/11/2009","03/13/2009"
"165745","LPTN","Wellpath","LPATH INC","Omaha",64,"07/10/2024","8/31/2024-9/14/2024"
"165745","LPTN","Wellpath LLC","LPATH INC","Atlanta, Grovetown, Jackson",291,"05/01/2024","06/30/2024"
"120824","USCR","Wells Concrete","U S CONCRETE INC","Grand Forks",95,"11/18/2019","12/31/2019"
"008007","WFC","Wells Fargo","WELLS FARGO & CO","West Des Moines",21,"12/10/2024","02/10/2025"
"008007","WFC","Wells Fargo & Co","WELLS FARGO & CO","Fort Mill",120,"07/13/2017",NA
"008007","WFC","Wells Fargo & Co.","WELLS FARGO & CO","Aberdeen",108,"03/27/2018",NA
"008007","WFC","Wells Fargo & Company","WELLS FARGO & CO","San Francisco",2,"08/19/2021","10/17/2021"
"008007","WFC","Wells Fargo & Company.","WELLS FARGO & CO",NA,42,"08/27/2018","10/23/2018"
"008007","WFC","Wells Fargo - Dallas","WELLS FARGO & CO","Dallas",67,"11/12/2008","11/12/2008"
"008007","WFC","Wells Fargo Bank","WELLS FARGO & CO","Tempe",53,"12/10/2008","12/10/2008"
"008007","WFC","Wells Fargo Bank N.A.","WELLS FARGO & CO","Beaverton",500,"12/04/2024","12/31/2025"
"008007","WFC","Wells Fargo Bank NA","WELLS FARGO & CO","Las Vegas",79,"10/31/2024","10/29/2024"
"008007","WFC","Wells Fargo Company","WELLS FARGO & CO","Fremont",42,"11/18/2021","12/31/2021"
"008007","WFC","Wells Fargo and Co.- Irving","WELLS FARGO & CO","Irving",125,"10/17/2013","12/15/2013"
"006223","EME","Wemco","EMCOR GROUP INC","St. Rose",136,"03/27/2020","03/23/2020"
"006223","EME","Wemco Inc.","EMCOR GROUP INC","McCarran",97,"03/27/2020","03/23/2020"
"018938","XNCR","Wencor Group, LLC","XENCOR INC","Temecula",5,"12/17/2020","12/04/2020"
"012850","CERN","Werner Co.","CERNER CORP","Pensacola",31,"07/31/2019","09/19/2019"
"012266","WERN","Werner Frank Enterprises, Inc.","WERNER ENTERPRISES INC","Madison",1,"04/24/2020","04/01/2020"
"064055","WSTC","WesTan","WEST CORP","Westfield",153,"01/01/2005","01/10/2005"
"039875","GWH","WesTech","ESS TECH INC",NA,34,"06/13/2022","08/08/2022"
"187714","WAIR","Wesco Aircraft Hardware Corp.","WESCO AIRCRAFT HOLDINGS INC","Valencia",217,"02/01/2019","03/31/2019"
"064055","WSTC","West Corp","WEST CORP","Tulsa",183,"08/12/2009",NA
"064055","WSTC","West Corporation","WEST CORP","Middleton",112,"08/02/2018","08/31/2018"
"017707","WBBW","West Corporation - Bryan","WESTBURY BANCORP INC","Bryan",260,"03/16/2010","05/15/2010"
"014330","WFG","West Fraser, Inc","WEST FRSER TMBR CO LTD","Lake Butler",131,"09/19/2024","11/19/2024"
"014330","WFG","West Fraser, Inc.","WEST FRSER TMBR CO LTD","Jacksonville",79,"01/09/2024","03/19/2024"
"028940","BDC","West Penn Wire dba Belden, Inc.","BELDEN INC","Washington",60,"11/01/2021","12/31/2021"
"011376","WST","West Pharmaceutical Services, Inc.","WEST PHARMACEUTICAL SVSC INC","Frankfort",54,"08/02/2018","11/26/2018"
"165773","WPGCF","West Point","WEST POINT GOLD CORP","West Point",40,NA,"05/31/2007"
"181794","BSPM","West-Ward Pharmacueticals Corp","BIOSTAR PHARMACEUTICALS INC","Eatontown",38,"04/01/2018","07/02/2018"
"029830","WRK","WestRock","WESTROCK CO","Duluth",10,"07/05/2024","08/30/2024"
"029830","WRK","WestRock CP, LLC","WESTROCK CO","Duluth",9,"08/28/2024","10/18/2024-10/25/2024"
"029830","WRK","WestRock Company","WESTROCK CO","Jacksonville",1,"07/02/2024","08/30/2024"
"029830","WRK","WestRock, CP, LLC","WESTROCK CO","Newark",114,"10/01/2019","12/21/2019"
"064055","WSTC","Westat","WEST CORP","Rockville",281,"08/30/2009","10/30/2009"
"183901","ECOB","Westech Building Products","ECO BUILDING PRODUCTS INC","Mount Vernon",81,"08/23/2019","11/21/2019"
"183901","ECOB","Westech Building Products, Inc.","ECO BUILDING PRODUCTS INC","Holmes",56,"03/03/2008","05/05/2008"
"011399","WDC","Western Digital","WESTERN DIGITAL CORP","951 SanDisk Drive Milpitas CA 95035",60,"12/27/2023","01/19/2024"
"011399","WDC","Western Digital Fremont LLC","WESTERN DIGITAL CORP","Fremont",65,"03/02/2009",NA
"011399","WDC","Western Digital Fremont LLC.","WESTERN DIGITAL CORP","Fremont",77,"10/16/2012",NA
"011399","WDC","Western Digital Technology, Inc.","WESTERN DIGITAL CORP","San Jose",97,"03/08/2019","05/07/2019"
"011399","WDC","Western Digital, LLC","WESTERN DIGITAL CORP","Fremont",109,"10/13/2015","12/18/2015"
"100245","ATEYY","Western Health Resources dba Adventist","ADVANTEST CORP","Portland",92,"10/22/2018","12/20/2018"
"165652","WNR","Western Refining","WESTERN REFINING INC","Tempe",37,"04/10/2019",NA
"175263","WU","Western Union","WESTERN UNION CO","St. Charles",88,"02/10/2011","06/30/2011"
"175263","WU","Western Union LLC","WESTERN UNION CO","Sunrise",52,"06/18/2010","9/26/2010-2/28/2011"
"175263","WU","Western Union, LLC","WESTERN UNION CO","San Francisco",12,"11/19/2019","01/15/2020"
"029830","WRK","Westrock","WESTROCK CO",NA,61,"03/25/2019","3/25/19, 4/24/19, 5/24/19"
"011456","WY","Weyerhaeuser","WEYERHAEUSER CO","Vanceboro",73,"07/18/2024","09/16/2024"
"011456","WY","Weyerhaeuser Co","WEYERHAEUSER CO","Colbert",82,NA,"10/02/2007"
"011456","WY","Weyerhaeuser Company","WEYERHAEUSER CO","Toutle",81,"03/10/2008","05/01/2008"
"011456","WY","Weyerhaeuser Sawmill","WEYERHAEUSER CO","Toutle",1,"03/05/2009","05/01/2009"
"011456","WY","Weyerhaueser","WEYERHAEUSER CO",NA,100,"06/22/2016","09/04/2016"
"011456","WY","Weyerhauser","WEYERHAEUSER CO","Idabel",37,"06/04/2002",NA
